#,Song,Artist,Popularity,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud,Tempo,Key,Camelot,Time Signature,Added At,Spotify Track Id
38 , Den fineste Chevy'n (feat. Maria Mena),"Halva Priset,Maria Mena",67,"norwegian pop, candy pop, norwegian singer-songwriter","Pop, World/Traditional",Den fineste Chevy'n (feat. Maria Mena),2021-02-26,3:05,62,54,14,0,36,5,27,-10 db,91,F#/G♭ Major,2B,4,2022-04-08,2Y7npn076wSZJgH8HVr2B2
39 , abcdefu,GAYLE,100,modern alternative pop,Rock,abcdefu,2021-08-13,2:48,70,54,30,0,42,5,37,-6 db,122,E Major,12B,4,2022-04-08,4fouWK6XVHhzl78KzQ1UjL
40 , Smilet i ditt eget speil,Chris Holsten,59,"norwegian indie, norwegian pop","Dance/Electronic, Pop",Bak en fasade,2022-03-18,2:52,62,47,40,0,33,5,8,-10 db,81,F#/G♭ Major,2B,4,2022-04-08,6NSkEJkizMph9GJSqjNhFW
41 , Starlight,Dave,92,uk hip hop,Hip Hop,Starlight,2022-03-03,3:31,95,37,34,0,37,29,10,-10 db,124,E Minor,9A,4,2022-04-08,531KGXtBroSrOX9LVmiIgc
42 , Meininga med livet,Sondre Justad,62,"nordnorsk musikk, norwegian indie, norwegian pop, norwegian singer-songwriter, talentkonkurranse","Dance/Electronic, Pop, World/Traditional",En anna mæ,2022-03-25,3:25,74,55,12,0,55,5,22,-6 db,96,A Major,11B,4,2022-04-08,4MSNnej8lK3TEeiXtNCxBn
43 , Shivers,Ed Sheeran,96,"pop, uk pop",Pop,=,2021-10-29,3:27,79,86,28,0,82,9,4,-3 db,141,D Major,10B,4,2022-04-08,50nfwKoDiSYg8zOCREWAm5
44 ," KENYA - Live from DY Patil Stadium, Mumbai",Karpe,69,"norwegian hip hop, norwegian pop, norwegian pop rap","Hip Hop, Pop",Omar Sheriff,2022-01-28,3:46,38,55,59,0,46,6,95,-8 db,145,A Major,11B,4,2022-04-08,49LvD3xCNUitKp7ex86B3P
45 , Tipp Topp,UNDERGRUNN,45,"norwegian pop rap, norwegian trap","Pop, Dance/Electronic",UNDERGRUNN,2022-04-06,2:51,83,71,6,0,53,6,20,-7 db,120,D Major,10B,4,2022-04-08,6Xa36bTWPOC9ju4dQHguci
46 , Fingers Crossed,Lauren Spencer-Smith,91,"alt z, gen z singer-songwriter, pop",Pop,Fingers Crossed,2022-01-05,2:55,56,47,62,0,44,5,31,-7 db,109,F Major,7B,4,2022-04-08,3yMC1KsTwh0ceXdIe4QQAQ
47 , Easy On Me,Adele,91,"british soul, pop, pop soul, uk pop","R&B, Pop",30,2021-11-19,3:44,60,37,58,0,13,3,13,-8 db,142,F Major,7B,4,2022-04-08,46IZ0fSY2mpAiktS3KOqds
48 , Fuckboy,"Martine Lunde,Norges Nye Megahit",68,"norwegian pop,",Pop,Fuckboy,2021-12-04,2:13,83,70,15,0,87,7,10,-8 db,130,F#/G♭ Major,2B,4,2022-04-08,1GGk3Q73VX2eBLQ2Yp5Kr2
49 , Hello World,"Alan Walker,Torine",79,"electro house,",,Hello World,2022-03-04,2:51,65,65,1,0,12,4,19,-7 db,104,A#/B♭ Minor,3A,4,2022-04-08,1zS7wXUlPhxdOgGZ7RorQ2
50 , Bad Habits,Ed Sheeran,96,"pop, uk pop",Pop,=,2021-10-29,3:50,81,89,5,0,54,3,37,-4 db,126,B Minor,10A,4,2022-04-08,3rmo8F54jFF8OgYsqTxm5d
