#,Song,Artist,Popularity,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud,Tempo,Key,Camelot,Time Signature,Added At,Spotify Track Id
34 , MIDDLE OF THE NIGHT,Elley Duhé,92,"alt z, pop",Pop,MIDDLE OF THE NIGHT,2020-01-10,3:04,41,61,2,0,9,5,12,-8 db,186,E Minor,9A,3,2022-04-24,58HvfVOeJY7lUuCqF0m3ly
35 , Shivers,Ed Sheeran,91,"pop, uk pop",Pop,=,2021-10-29,3:27,79,86,28,0,82,9,4,-3 db,141,D Major,10B,4,2022-04-24,50nfwKoDiSYg8zOCREWAm5
36 , Birthday Cake,Dylan Conrique,82,"alt z, social media pop",Pop,Birthday Cake,2022-02-02,3:25,44,26,96,0,15,4,11,-9 db,113,D#/E♭ Major,5B,4,2022-04-24,7dDrR6vMK1JAwZZ5MIWgme
37 , Enemy (with JID) - from the series Arcane League of Legends,"Imagine Dragons,JID,Arcane,League of Legends",85,"modern rock, rock, hip hop, rap, underground hip hop, speedrun, video game music","Hip Hop, Rock, Easy listening",Mercury - Act 1,2021-09-03,2:53,73,78,24,0,56,27,43,-4 db,77,B Minor,10A,4,2022-04-24,1HhNoOuqm1a5MXYEgAFl8o
38 , Smilet i ditt eget speil,Chris Holsten,55,"norwegian indie, norwegian pop","Dance/Electronic, Pop",Bak en fasade,2022-03-18,2:52,62,47,40,0,33,5,8,-10 db,81,F#/G♭ Major,2B,4,2022-04-24,6NSkEJkizMph9GJSqjNhFW
39 , Hjorterud Allé,Hjorterud Allé,55,,,Hjorterud Allé,2022-04-08,2:32,98,78,1,0,75,25,19,-5 db,123,D Major,10B,4,2022-04-24,03A6SBlg1C7T8UMjBSz4Zn
40 , Bad Habits,Ed Sheeran,91,"pop, uk pop",Pop,=,2021-10-29,3:50,81,89,5,0,54,3,37,-4 db,126,B Minor,10A,4,2022-04-24,3rmo8F54jFF8OgYsqTxm5d
41 , Fuckboy,"Martine Lunde,Norges Nye Megahit",62,"norwegian pop,",Pop,Fuckboy,2021-12-04,2:13,83,70,15,0,87,7,10,-8 db,130,F#/G♭ Major,2B,4,2022-04-24,1GGk3Q73VX2eBLQ2Yp5Kr2
42 , Night Away (Dance) (feat. Tion Wayne),"A1 x J1,Tion Wayne",82,"chill drill, london rap",Dance/Electronic,Night Away (Dance) (feat. Tion Wayne),2022-03-03,2:55,71,55,24,0,84,8,14,-9 db,142,F Minor,4A,4,2022-04-24,7z5G2LOdV8okZn4yWg3q5g
43 , Bad Life,"Sigrid,Bring Me The Horizon",60,"dance pop, norwegian pop, pop, melodic metalcore, metalcore, rock, uk metalcore","Pop, Metal, Rock",Bad Life,2022-04-21,3:46,56,58,12,0,22,3,19,-4 db,95,E Major,12B,4,2022-04-24,1eEK8eQETi8q8bU0lxRMlq
44 , Jugekors,"Arif,Stig Brenner",43,"nordnorsk rap, norwegian indie, norwegian pop, norwegian pop rap, norwegian trap","Dance/Electronic, Pop",BluesBrutterne,2022-04-22,2:57,41,41,54,0,31,6,8,-9 db,168,A Minor,8A,3,2022-04-24,5ncw9IXIDoIwC9793GP7P7
45 , abcdefu,GAYLE,93,modern alternative pop,Rock,abcdefu,2021-08-13,2:48,70,54,30,0,42,5,37,-6 db,122,E Major,12B,4,2022-04-24,4fouWK6XVHhzl78KzQ1UjL
46 , IBOPROFEN,Karpe,63,"norwegian hip hop, norwegian pop, norwegian pop rap","Hip Hop, Pop",Omar Sheriff,2022-01-28,2:10,45,71,46,0,57,52,67,-6 db,70,F#/G♭ Minor,11A,4,2022-04-24,5vtRUF1yqzWWwZe5rN901j
47 , Glad U Came (feat. ZieZie),"Liilz,ZieZie",79,uk hip hop,Hip Hop,Glad U Came (feat. ZieZie),2022-03-04,2:05,75,53,37,0,66,5,11,-9 db,140,D Minor,7A,4,2022-04-24,0P88fVbvRQGgRQN1GulQNy
48 , Words (feat. Zara Larsson),"Alesso,Zara Larsson",63,"dance pop, edm, electro house, pop, pop dance, progressive electro house, tropical house, electropop, post-teen pop, scandipop, swedish electropop, swedish pop","Pop, Dance/Electronic",Words (feat. Zara Larsson),2022-04-22,2:22,74,59,2,0,44,5,31,-5 db,124,A#/B♭ Minor,3A,4,2022-04-24,1bgKMxPQU7JIZEhNsM1vFs
49 , When You're Gone,Shawn Mendes,87,"canadian pop, dance pop, pop, viral pop",Pop,When You're Gone,2022-03-31,2:52,60,69,2,0,58,4,58,-6 db,147,F Major,7B,4,2022-04-24,0U1W2LZVUX7qTm7dDpqxh6
50 , Give That Wolf A Banana,Subwoolfer,67,,,Give That Wolf A Banana,2022-01-10,2:51,74,53,20,0,55,4,9,-10 db,124,G Minor,6A,4,2022-04-24,50Cf2eYv8zT3v2HAkwhIiL
